constructorResultsId,constructorId,points,name,nationality,year,round,circuitId,name_1,date,time
14086,5,1,"Toro Rosso","Italian",2010,16,22,"Japanese Grand Prix","2010-10-10","06:00:00"
14087,205,0,"Lotus","Malaysian",2010,16,22,"Japanese Grand Prix","2010-10-10","06:00:00"
14088,166,0,"Virgin","British",2010,16,22,"Japanese Grand Prix","2010-10-10","06:00:00"
14089,164,0,"HRT","Spanish",2010,16,22,"Japanese Grand Prix","2010-10-10","06:00:00"
14090,10,0,"Force India","Indian",2010,16,22,"Japanese Grand Prix","2010-10-10","06:00:00"
14091,4,0,"Renault","French",2010,16,22,"Japanese Grand Prix","2010-10-10","06:00:00"
14092,6,40,"Ferrari","Italian",2010,17,35,"Korean Grand Prix","2010-10-24","05:00:00"
14093,1,18,"McLaren","British",2010,17,35,"Korean Grand Prix","2010-10-24","05:00:00"
14094,131,12,"Mercedes","German",2010,17,35,"Korean Grand Prix","2010-10-24","05:00:00"
14095,4,10,"Renault","French",2010,17,35,"Korean Grand Prix","2010-10-24","05:00:00"
14096,10,8,"Force India","Indian",2010,17,35,"Korean Grand Prix","2010-10-24","05:00:00"
14097,3,7,"Williams","British",2010,17,35,"Korean Grand Prix","2010-10-24","05:00:00"
14098,15,6,"Sauber","Swiss",2010,17,35,"Korean Grand Prix","2010-10-24","05:00:00"
14099,5,0,"Toro Rosso","Italian",2010,17,35,"Korean Grand Prix","2010-10-24","05:00:00"
14100,205,0,"Lotus","Malaysian",2010,17,35,"Korean Grand Prix","2010-10-24","05:00:00"
14101,164,0,"HRT","Spanish",2010,17,35,"Korean Grand Prix","2010-10-24","05:00:00"
14102,9,0,"Red Bull","Austrian",2010,17,35,"Korean Grand Prix","2010-10-24","05:00:00"
14103,166,0,"Virgin","British",2010,17,35,"Korean Grand Prix","2010-10-24","05:00:00"
14104,9,43,"Red Bull","Austrian",2010,18,18,"Brazilian Grand Prix","2010-11-07","16:00:00"
14105,6,15,"Ferrari","Italian",2010,18,18,"Brazilian Grand Prix","2010-11-07","16:00:00"
14106,1,22,"McLaren","British",2010,18,18,"Brazilian Grand Prix","2010-11-07","16:00:00"
14107,131,14,"Mercedes","German",2010,18,18,"Brazilian Grand Prix","2010-11-07","16:00:00"
14108,3,4,"Williams","British",2010,18,18,"Brazilian Grand Prix","2010-11-07","16:00:00"
14109,4,2,"Renault","French",2010,18,18,"Brazilian Grand Prix","2010-11-07","16:00:00"
14110,15,1,"Sauber","Swiss",2010,18,18,"Brazilian Grand Prix","2010-11-07","16:00:00"
14111,5,0,"Toro Rosso","Italian",2010,18,18,"Brazilian Grand Prix","2010-11-07","16:00:00"
14112,10,0,"Force India","Indian",2010,18,18,"Brazilian Grand Prix","2010-11-07","16:00:00"
14113,205,0,"Lotus","Malaysian",2010,18,18,"Brazilian Grand Prix","2010-11-07","16:00:00"
14114,166,0,"Virgin","British",2010,18,18,"Brazilian Grand Prix","2010-11-07","16:00:00"
14115,164,0,"HRT","Spanish",2010,18,18,"Brazilian Grand Prix","2010-11-07","16:00:00"
14116,9,29,"Red Bull","Austrian",2010,19,24,"Abu Dhabi Grand Prix","2010-11-14","13:00:00"
14117,1,33,"McLaren","British",2010,19,24,"Abu Dhabi Grand Prix","2010-11-14","13:00:00"
14118,131,12,"Mercedes","German",2010,19,24,"Abu Dhabi Grand Prix","2010-11-14","13:00:00"
14119,4,18,"Renault","French",2010,19,24,"Abu Dhabi Grand Prix","2010-11-14","13:00:00"
14120,6,7,"Ferrari","Italian",2010,19,24,"Abu Dhabi Grand Prix","2010-11-14","13:00:00"
14121,5,2,"Toro Rosso","Italian",2010,19,24,"Abu Dhabi Grand Prix","2010-11-14","13:00:00"
14122,15,0,"Sauber","Swiss",2010,19,24,"Abu Dhabi Grand Prix","2010-11-14","13:00:00"
14123,3,0,"Williams","British",2010,19,24,"Abu Dhabi Grand Prix","2010-11-14","13:00:00"
14124,10,0,"Force India","Indian",2010,19,24,"Abu Dhabi Grand Prix","2010-11-14","13:00:00"
14125,205,0,"Lotus","Malaysian",2010,19,24,"Abu Dhabi Grand Prix","2010-11-14","13:00:00"
14126,166,0,"Virgin","British",2010,19,24,"Abu Dhabi Grand Prix","2010-11-14","13:00:00"
14127,164,0,"HRT","Spanish",2010,19,24,"Abu Dhabi Grand Prix","2010-11-14","13:00:00"
14129,9,35,"Red Bull","Austrian",2011,1,1,"Australian Grand Prix","2011-03-27","06:00:00"
14130,1,26,"McLaren","British",2011,1,1,"Australian Grand Prix","2011-03-27","06:00:00"
14131,4,15,"Renault","French",2011,1,1,"Australian Grand Prix","2011-03-27","06:00:00"
14132,6,18,"Ferrari","Italian",2011,1,1,"Australian Grand Prix","2011-03-27","06:00:00"
14133,15,0,"Sauber","Swiss",2011,1,1,"Australian Grand Prix","2011-03-27","06:00:00"
14134,5,4,"Toro Rosso","Italian",2011,1,1,"Australian Grand Prix","2011-03-27","06:00:00"
14135,10,3,"Force India","Indian",2011,1,1,"Australian Grand Prix","2011-03-27","06:00:00"
14136,205,0,"Lotus","Malaysian",2011,1,1,"Australian Grand Prix","2011-03-27","06:00:00"
14137,166,0,"Virgin","British",2011,1,1,"Australian Grand Prix","2011-03-27","06:00:00"
14138,3,0,"Williams","British",2011,1,1,"Australian Grand Prix","2011-03-27","06:00:00"
14139,131,0,"Mercedes","German",2011,1,1,"Australian Grand Prix","2011-03-27","06:00:00"
14140,9,37,"Red Bull","Austrian",2011,2,2,"Malaysian Grand Prix","2011-04-10","08:00:00"
14141,1,22,"McLaren","British",2011,2,2,"Malaysian Grand Prix","2011-04-10","08:00:00"
14142,4,15,"Renault","French",2011,2,2,"Malaysian Grand Prix","2011-04-10","08:00:00"
14143,6,18,"Ferrari","Italian",2011,2,2,"Malaysian Grand Prix","2011-04-10","08:00:00"
14144,15,6,"Sauber","Swiss",2011,2,2,"Malaysian Grand Prix","2011-04-10","08:00:00"
14145,131,2,"Mercedes","German",2011,2,2,"Malaysian Grand Prix","2011-04-10","08:00:00"
14146,10,1,"Force India","Indian",2011,2,2,"Malaysian Grand Prix","2011-04-10","08:00:00"
14147,5,0,"Toro Rosso","Italian",2011,2,2,"Malaysian Grand Prix","2011-04-10","08:00:00"
14148,205,0,"Lotus","Malaysian",2011,2,2,"Malaysian Grand Prix","2011-04-10","08:00:00"
14149,166,0,"Virgin","British",2011,2,2,"Malaysian Grand Prix","2011-04-10","08:00:00"
14150,164,0,"HRT","Spanish",2011,2,2,"Malaysian Grand Prix","2011-04-10","08:00:00"
14151,3,0,"Williams","British",2011,2,2,"Malaysian Grand Prix","2011-04-10","08:00:00"
14152,1,37,"McLaren","British",2011,3,17,"Chinese Grand Prix","2011-04-17","07:00:00"
14153,9,33,"Red Bull","Austrian",2011,3,17,"Chinese Grand Prix","2011-04-17","07:00:00"
14154,131,14,"Mercedes","German",2011,3,17,"Chinese Grand Prix","2011-04-17","07:00:00"
14155,6,14,"Ferrari","Italian",2011,3,17,"Chinese Grand Prix","2011-04-17","07:00:00"
14156,4,2,"Renault","French",2011,3,17,"Chinese Grand Prix","2011-04-17","07:00:00"
14157,15,1,"Sauber","Swiss",2011,3,17,"Chinese Grand Prix","2011-04-17","07:00:00"
14158,10,0,"Force India","Indian",2011,3,17,"Chinese Grand Prix","2011-04-17","07:00:00"
14159,3,0,"Williams","British",2011,3,17,"Chinese Grand Prix","2011-04-17","07:00:00"
14160,5,0,"Toro Rosso","Italian",2011,3,17,"Chinese Grand Prix","2011-04-17","07:00:00"
14161,205,0,"Lotus","Malaysian",2011,3,17,"Chinese Grand Prix","2011-04-17","07:00:00"
14162,166,0,"Virgin","British",2011,3,17,"Chinese Grand Prix","2011-04-17","07:00:00"
14163,164,0,"HRT","Spanish",2011,3,17,"Chinese Grand Prix","2011-04-17","07:00:00"
14164,9,43,"Red Bull","Austrian",2011,4,5,"Turkish Grand Prix","2011-05-08","12:00:00"
14165,6,15,"Ferrari","Italian",2011,4,5,"Turkish Grand Prix","2011-05-08","12:00:00"
14166,1,20,"McLaren","British",2011,4,5,"Turkish Grand Prix","2011-05-08","12:00:00"
14167,131,10,"Mercedes","German",2011,4,5,"Turkish Grand Prix","2011-05-08","12:00:00"
14168,4,10,"Renault","French",2011,4,5,"Turkish Grand Prix","2011-05-08","12:00:00"
14169,5,2,"Toro Rosso","Italian",2011,4,5,"Turkish Grand Prix","2011-05-08","12:00:00"
14170,15,1,"Sauber","Swiss",2011,4,5,"Turkish Grand Prix","2011-05-08","12:00:00"
14171,10,0,"Force India","Indian",2011,4,5,"Turkish Grand Prix","2011-05-08","12:00:00"
14172,3,0,"Williams","British",2011,4,5,"Turkish Grand Prix","2011-05-08","12:00:00"
14173,205,0,"Lotus","Malaysian",2011,4,5,"Turkish Grand Prix","2011-05-08","12:00:00"
14174,166,0,"Virgin","British",2011,4,5,"Turkish Grand Prix","2011-05-08","12:00:00"
14175,164,0,"HRT","Spanish",2011,4,5,"Turkish Grand Prix","2011-05-08","12:00:00"
14176,9,37,"Red Bull","Austrian",2011,5,4,"Spanish Grand Prix","2011-05-22","12:00:00"
14177,1,33,"McLaren","British",2011,5,4,"Spanish Grand Prix","2011-05-22","12:00:00"
14178,6,10,"Ferrari","Italian",2011,5,4,"Spanish Grand Prix","2011-05-22","12:00:00"
14179,131,14,"Mercedes","German",2011,5,4,"Spanish Grand Prix","2011-05-22","12:00:00"
14180,4,4,"Renault","French",2011,5,4,"Spanish Grand Prix","2011-05-22","12:00:00"
14181,15,3,"Sauber","Swiss",2011,5,4,"Spanish Grand Prix","2011-05-22","12:00:00"
14182,10,0,"Force India","Indian",2011,5,4,"Spanish Grand Prix","2011-05-22","12:00:00"
14183,5,0,"Toro Rosso","Italian",2011,5,4,"Spanish Grand Prix","2011-05-22","12:00:00"
14184,3,0,"Williams","British",2011,5,4,"Spanish Grand Prix","2011-05-22","12:00:00"
14185,205,0,"Lotus","Malaysian",2011,5,4,"Spanish Grand Prix","2011-05-22","12:00:00"
14186,166,0,"Virgin","British",2011,5,4,"Spanish Grand Prix","2011-05-22","12:00:00"
14187,164,0,"HRT","Spanish",2011,5,4,"Spanish Grand Prix","2011-05-22","12:00:00"
14188,9,37,"Red Bull","Austrian",2011,6,6,"Monaco Grand Prix","2011-05-29","12:00:00"
14189,6,18,"Ferrari","Italian",2011,6,6,"Monaco Grand Prix","2011-05-29","12:00:00"
14190,1,23,"McLaren","British",2011,6,6,"Monaco Grand Prix","2011-05-29","12:00:00"
14191,15,10,"Sauber","Swiss",2011,6,6,"Monaco Grand Prix","2011-05-29","12:00:00"
14192,10,6,"Force India","Indian",2011,6,6,"Monaco Grand Prix","2011-05-29","12:00:00"
14193,4,4,"Renault","French",2011,6,6,"Monaco Grand Prix","2011-05-29","12:00:00"
14194,3,2,"Williams","British",2011,6,6,"Monaco Grand Prix","2011-05-29","12:00:00"
14195,5,1,"Toro Rosso","Italian",2011,6,6,"Monaco Grand Prix","2011-05-29","12:00:00"
14196,131,0,"Mercedes","German",2011,6,6,"Monaco Grand Prix","2011-05-29","12:00:00"
14197,205,0,"Lotus","Malaysian",2011,6,6,"Monaco Grand Prix","2011-05-29","12:00:00"
14198,166,0,"Virgin","British",2011,6,6,"Monaco Grand Prix","2011-05-29","12:00:00"
14199,164,0,"HRT","Spanish",2011,6,6,"Monaco Grand Prix","2011-05-29","12:00:00"
14200,1,25,"McLaren","British",2011,7,7,"Canadian Grand Prix","2011-06-12","17:00:00"
14201,9,33,"Red Bull","Austrian",2011,7,7,"Canadian Grand Prix","2011-06-12","17:00:00"
14202,131,12,"Mercedes","German",2011,7,7,"Canadian Grand Prix","2011-06-12","17:00:00"
14203,4,10,"Renault","French",2011,7,7,"Canadian Grand Prix","2011-06-12","17:00:00"
14204,6,8,"Ferrari","Italian",2011,7,7,"Canadian Grand Prix","2011-06-12","17:00:00"
14205,15,6,"Sauber","Swiss",2011,7,7,"Canadian Grand Prix","2011-06-12","17:00:00"
14206,5,5,"Toro Rosso","Italian",2011,7,7,"Canadian Grand Prix","2011-06-12","17:00:00"
14207,3,2,"Williams","British",2011,7,7,"Canadian Grand Prix","2011-06-12","17:00:00"
14208,164,0,"HRT","Spanish",2011,7,7,"Canadian Grand Prix","2011-06-12","17:00:00"
14209,166,0,"Virgin","British",2011,7,7,"Canadian Grand Prix","2011-06-12","17:00:00"
14210,205,0,"Lotus","Malaysian",2011,7,7,"Canadian Grand Prix","2011-06-12","17:00:00"
14211,10,0,"Force India","Indian",2011,7,7,"Canadian Grand Prix","2011-06-12","17:00:00"
14212,9,40,"Red Bull","Austrian",2011,8,12,"European Grand Prix","2011-06-26","12:00:00"
14213,6,28,"Ferrari","Italian",2011,8,12,"European Grand Prix","2011-06-26","12:00:00"
14214,1,20,"McLaren","British",2011,8,12,"European Grand Prix","2011-06-26","12:00:00"
14215,131,6,"Mercedes","German",2011,8,12,"European Grand Prix","2011-06-26","12:00:00"
14216,5,4,"Toro Rosso","Italian",2011,8,12,"European Grand Prix","2011-06-26","12:00:00"
14217,10,2,"Force India","Indian",2011,8,12,"European Grand Prix","2011-06-26","12:00:00"
14218,4,1,"Renault","French",2011,8,12,"European Grand Prix","2011-06-26","12:00:00"
14219,15,0,"Sauber","Swiss",2011,8,12,"European Grand Prix","2011-06-26","12:00:00"
14220,3,0,"Williams","British",2011,8,12,"European Grand Prix","2011-06-26","12:00:00"
14221,205,0,"Lotus","Malaysian",2011,8,12,"European Grand Prix","2011-06-26","12:00:00"
14222,166,0,"Virgin","British",2011,8,12,"European Grand Prix","2011-06-26","12:00:00"
14223,164,0,"HRT","Spanish",2011,8,12,"European Grand Prix","2011-06-26","12:00:00"
14224,6,35,"Ferrari","Italian",2011,9,9,"British Grand Prix","2011-07-10","12:00:00"
14225,9,33,"Red Bull","Austrian",2011,9,9,"British Grand Prix","2011-07-10","12:00:00"
14226,1,12,"McLaren","British",2011,9,9,"British Grand Prix","2011-07-10","12:00:00"
14227,131,10,"Mercedes","German",2011,9,9,"British Grand Prix","2011-07-10","12:00:00"
14228,15,6,"Sauber","Swiss",2011,9,9,"British Grand Prix","2011-07-10","12:00:00"
14229,4,4,"Renault","French",2011,9,9,"British Grand Prix","2011-07-10","12:00:00"
14230,5,1,"Toro Rosso","Italian",2011,9,9,"British Grand Prix","2011-07-10","12:00:00"
14231,10,0,"Force India","Indian",2011,9,9,"British Grand Prix","2011-07-10","12:00:00"
14232,3,0,"Williams","British",2011,9,9,"British Grand Prix","2011-07-10","12:00:00"
14233,166,0,"Virgin","British",2011,9,9,"British Grand Prix","2011-07-10","12:00:00"
14234,164,0,"HRT","Spanish",2011,9,9,"British Grand Prix","2011-07-10","12:00:00"
14235,205,0,"Lotus","Malaysian",2011,9,9,"British Grand Prix","2011-07-10","12:00:00"
14236,1,25,"McLaren","British",2011,10,20,"German Grand Prix","2011-07-24","12:00:00"
14237,6,28,"Ferrari","Italian",2011,10,20,"German Grand Prix","2011-07-24","12:00:00"
14238,9,27,"Red Bull","Austrian",2011,10,20,"German Grand Prix","2011-07-24","12:00:00"
14239,10,8,"Force India","Indian",2011,10,20,"German Grand Prix","2011-07-24","12:00:00"
14240,131,10,"Mercedes","German",2011,10,20,"German Grand Prix","2011-07-24","12:00:00"
14241,15,2,"Sauber","Swiss",2011,10,20,"German Grand Prix","2011-07-24","12:00:00"
14242,4,1,"Renault","French",2011,10,20,"German Grand Prix","2011-07-24","12:00:00"
14243,5,0,"Toro Rosso","Italian",2011,10,20,"German Grand Prix","2011-07-24","12:00:00"
14244,3,0,"Williams","British",2011,10,20,"German Grand Prix","2011-07-24","12:00:00"
14245,205,0,"Lotus","Malaysian",2011,10,20,"German Grand Prix","2011-07-24","12:00:00"
14246,166,0,"Virgin","British",2011,10,20,"German Grand Prix","2011-07-24","12:00:00"
14247,164,0,"HRT","Spanish",2011,10,20,"German Grand Prix","2011-07-24","12:00:00"
14248,1,37,"McLaren","British",2011,11,11,"Hungarian Grand Prix","2011-07-31","12:00:00"
14249,9,28,"Red Bull","Austrian",2011,11,11,"Hungarian Grand Prix","2011-07-31","12:00:00"
14250,6,23,"Ferrari","Italian",2011,11,11,"Hungarian Grand Prix","2011-07-31","12:00:00"
14251,10,6,"Force India","Indian",2011,11,11,"Hungarian Grand Prix","2011-07-31","12:00:00"
14252,5,5,"Toro Rosso","Italian",2011,11,11,"Hungarian Grand Prix","2011-07-31","12:00:00"
14253,131,2,"Mercedes","German",2011,11,11,"Hungarian Grand Prix","2011-07-31","12:00:00"
14254,15,0,"Sauber","Swiss",2011,11,11,"Hungarian Grand Prix","2011-07-31","12:00:00"
14255,4,0,"Renault","French",2011,11,11,"Hungarian Grand Prix","2011-07-31","12:00:00"
14256,3,0,"Williams","British",2011,11,11,"Hungarian Grand Prix","2011-07-31","12:00:00"
14257,166,0,"Virgin","British",2011,11,11,"Hungarian Grand Prix","2011-07-31","12:00:00"
14258,164,0,"HRT","Spanish",2011,11,11,"Hungarian Grand Prix","2011-07-31","12:00:00"
14259,205,0,"Lotus","Malaysian",2011,11,11,"Hungarian Grand Prix","2011-07-31","12:00:00"
14260,9,43,"Red Bull","Austrian",2011,12,13,"Belgian Grand Prix","2011-08-28","12:00:00"
14261,1,15,"McLaren","British",2011,12,13,"Belgian Grand Prix","2011-08-28","12:00:00"
14262,6,16,"Ferrari","Italian",2011,12,13,"Belgian Grand Prix","2011-08-28","12:00:00"
14263,131,18,"Mercedes","German",2011,12,13,"Belgian Grand Prix","2011-08-28","12:00:00"
14264,10,6,"Force India","Indian",2011,12,13,"Belgian Grand Prix","2011-08-28","12:00:00"
14265,4,2,"Renault","French",2011,12,13,"Belgian Grand Prix","2011-08-28","12:00:00"
14266,3,1,"Williams","British",2011,12,13,"Belgian Grand Prix","2011-08-28","12:00:00"
14267,15,0,"Sauber","Swiss",2011,12,13,"Belgian Grand Prix","2011-08-28","12:00:00"
14268,205,0,"Lotus","Malaysian",2011,12,13,"Belgian Grand Prix","2011-08-28","12:00:00"
14269,166,0,"Virgin","British",2011,12,13,"Belgian Grand Prix","2011-08-28","12:00:00"
14270,164,0,"HRT","Spanish",2011,12,13,"Belgian Grand Prix","2011-08-28","12:00:00"
14271,5,0,"Toro Rosso","Italian",2011,12,13,"Belgian Grand Prix","2011-08-28","12:00:00"
14272,9,25,"Red Bull","Austrian",2011,13,14,"Italian Grand Prix","2011-09-11","12:00:00"
14273,1,30,"McLaren","British",2011,13,14,"Italian Grand Prix","2011-09-11","12:00:00"
14274,6,23,"Ferrari","Italian",2011,13,14,"Italian Grand Prix","2011-09-11","12:00:00"
14275,131,10,"Mercedes","German",2011,13,14,"Italian Grand Prix","2011-09-11","12:00:00"
14276,5,7,"Toro Rosso","Italian",2011,13,14,"Italian Grand Prix","2011-09-11","12:00:00"
14277,10,4,"Force India","Indian",2011,13,14,"Italian Grand Prix","2011-09-11","12:00:00"
14278,4,2,"Renault","French",2011,13,14,"Italian Grand Prix","2011-09-11","12:00:00"
14279,3,0,"Williams","British",2011,13,14,"Italian Grand Prix","2011-09-11","12:00:00"
14280,205,0,"Lotus","Malaysian",2011,13,14,"Italian Grand Prix","2011-09-11","12:00:00"
14281,166,0,"Virgin","British",2011,13,14,"Italian Grand Prix","2011-09-11","12:00:00"
14282,164,0,"HRT","Spanish",2011,13,14,"Italian Grand Prix","2011-09-11","12:00:00"
14283,15,0,"Sauber","Swiss",2011,13,14,"Italian Grand Prix","2011-09-11","12:00:00"
14284,9,40,"Red Bull","Austrian",2011,14,15,"Singapore Grand Prix","2011-09-25","12:00:00"
14285,1,28,"McLaren","British",2011,14,15,"Singapore Grand Prix","2011-09-25","12:00:00"
14286,6,14,"Ferrari","Italian",2011,14,15,"Singapore Grand Prix","2011-09-25","12:00:00"
14287,10,12,"Force India","Indian",2011,14,15,"Singapore Grand Prix","2011-09-25","12:00:00"
14288,131,6,"Mercedes","German",2011,14,15,"Singapore Grand Prix","2011-09-25","12:00:00"
14289,15,1,"Sauber","Swiss",2011,14,15,"Singapore Grand Prix","2011-09-25","12:00:00"
14290,3,0,"Williams","British",2011,14,15,"Singapore Grand Prix","2011-09-25","12:00:00"
14291,5,0,"Toro Rosso","Italian",2011,14,15,"Singapore Grand Prix","2011-09-25","12:00:00"
14292,4,0,"Renault","French",2011,14,15,"Singapore Grand Prix","2011-09-25","12:00:00"
14293,205,0,"Lotus","Malaysian",2011,14,15,"Singapore Grand Prix","2011-09-25","12:00:00"
14294,166,0,"Virgin","British",2011,14,15,"Singapore Grand Prix","2011-09-25","12:00:00"
14295,164,0,"HRT","Spanish",2011,14,15,"Singapore Grand Prix","2011-09-25","12:00:00"
14296,1,35,"McLaren","British",2011,15,22,"Japanese Grand Prix","2011-10-09","06:00:00"
14297,6,24,"Ferrari","Italian",2011,15,22,"Japanese Grand Prix","2011-10-09","06:00:00"
14298,9,27,"Red Bull","Austrian",2011,15,22,"Japanese Grand Prix","2011-10-09","06:00:00"
14299,131,9,"Mercedes","German",2011,15,22,"Japanese Grand Prix","2011-10-09","06:00:00"
14300,15,4,"Sauber","Swiss",2011,15,22,"Japanese Grand Prix","2011-10-09","06:00:00"
14301,4,2,"Renault","French",2011,15,22,"Japanese Grand Prix","2011-10-09","06:00:00"
14302,10,0,"Force India","Indian",2011,15,22,"Japanese Grand Prix","2011-10-09","06:00:00"
14303,3,0,"Williams","British",2011,15,22,"Japanese Grand Prix","2011-10-09","06:00:00"
14304,5,0,"Toro Rosso","Italian",2011,15,22,"Japanese Grand Prix","2011-10-09","06:00:00"
14305,205,0,"Lotus","Malaysian",2011,15,22,"Japanese Grand Prix","2011-10-09","06:00:00"
14306,166,0,"Virgin","British",2011,15,22,"Japanese Grand Prix","2011-10-09","06:00:00"
14307,164,0,"HRT","Spanish",2011,15,22,"Japanese Grand Prix","2011-10-09","06:00:00"
14308,9,40,"Red Bull","Austrian",2011,16,35,"Korean Grand Prix","2011-10-16","06:00:00"
14309,1,30,"McLaren","British",2011,16,35,"Korean Grand Prix","2011-10-16","06:00:00"
14310,6,18,"Ferrari","Italian",2011,16,35,"Korean Grand Prix","2011-10-16","06:00:00"
14311,5,8,"Toro Rosso","Italian",2011,16,35,"Korean Grand Prix","2011-10-16","06:00:00"
14312,131,4,"Mercedes","German",2011,16,35,"Korean Grand Prix","2011-10-16","06:00:00"
14313,10,1,"Force India","Indian",2011,16,35,"Korean Grand Prix","2011-10-16","06:00:00"
14314,3,0,"Williams","British",2011,16,35,"Korean Grand Prix","2011-10-16","06:00:00"
14315,4,0,"Renault","French",2011,16,35,"Korean Grand Prix","2011-10-16","06:00:00"
14316,205,0,"Lotus","Malaysian",2011,16,35,"Korean Grand Prix","2011-10-16","06:00:00"
14317,15,0,"Sauber","Swiss",2011,16,35,"Korean Grand Prix","2011-10-16","06:00:00"
14318,166,0,"Virgin","British",2011,16,35,"Korean Grand Prix","2011-10-16","06:00:00"
14319,164,0,"HRT","Spanish",2011,16,35,"Korean Grand Prix","2011-10-16","06:00:00"
14320,9,37,"Red Bull","Austrian",2011,17,68,"Indian Grand Prix","2011-10-30","09:30:00"
14321,1,24,"McLaren","British",2011,17,68,"Indian Grand Prix","2011-10-30","09:30:00"
14322,6,15,"Ferrari","Italian",2011,17,68,"Indian Grand Prix","2011-10-30","09:30:00"
14323,131,18,"Mercedes","German",2011,17,68,"Indian Grand Prix","2011-10-30","09:30:00"
14324,5,4,"Toro Rosso","Italian",2011,17,68,"Indian Grand Prix","2011-10-30","09:30:00"
14325,10,2,"Force India","Indian",2011,17,68,"Indian Grand Prix","2011-10-30","09:30:00"
14326,15,1,"Sauber","Swiss",2011,17,68,"Indian Grand Prix","2011-10-30","09:30:00"
14327,4,0,"Renault","French",2011,17,68,"Indian Grand Prix","2011-10-30","09:30:00"
14328,205,0,"Lotus","Malaysian",2011,17,68,"Indian Grand Prix","2011-10-30","09:30:00"
14329,3,0,"Williams","British",2011,17,68,"Indian Grand Prix","2011-10-30","09:30:00"
14330,166,0,"Virgin","British",2011,17,68,"Indian Grand Prix","2011-10-30","09:30:00"
14331,164,0,"HRT","Spanish",2011,17,68,"Indian Grand Prix","2011-10-30","09:30:00"
14332,1,40,"McLaren","British",2011,18,24,"Abu Dhabi Grand Prix","2011-11-13","13:00:00"
14333,6,28,"Ferrari","Italian",2011,18,24,"Abu Dhabi Grand Prix","2011-11-13","13:00:00"
14334,9,12,"Red Bull","Austrian",2011,18,24,"Abu Dhabi Grand Prix","2011-11-13","13:00:00"
14335,131,14,"Mercedes","German",2011,18,24,"Abu Dhabi Grand Prix","2011-11-13","13:00:00"
14336,10,6,"Force India","Indian",2011,18,24,"Abu Dhabi Grand Prix","2011-11-13","13:00:00"
14337,15,1,"Sauber","Swiss",2011,18,24,"Abu Dhabi Grand Prix","2011-11-13","13:00:00"
14338,3,0,"Williams","British",2011,18,24,"Abu Dhabi Grand Prix","2011-11-13","13:00:00"
14339,4,0,"Renault","French",2011,18,24,"Abu Dhabi Grand Prix","2011-11-13","13:00:00"
14340,5,0,"Toro Rosso","Italian",2011,18,24,"Abu Dhabi Grand Prix","2011-11-13","13:00:00"
14341,205,0,"Lotus","Malaysian",2011,18,24,"Abu Dhabi Grand Prix","2011-11-13","13:00:00"
14342,166,0,"Virgin","British",2011,18,24,"Abu Dhabi Grand Prix","2011-11-13","13:00:00"
14343,164,0,"HRT","Spanish",2011,18,24,"Abu Dhabi Grand Prix","2011-11-13","13:00:00"
14344,9,43,"Red Bull","Austrian",2011,19,18,"Brazilian Grand Prix","2011-11-27","16:00:00"
14345,1,15,"McLaren","British",2011,19,18,"Brazilian Grand Prix","2011-11-27","16:00:00"
14346,6,22,"Ferrari","Italian",2011,19,18,"Brazilian Grand Prix","2011-11-27","16:00:00"
14347,10,12,"Force India","Indian",2011,19,18,"Brazilian Grand Prix","2011-11-27","16:00:00"
14348,131,6,"Mercedes","German",2011,19,18,"Brazilian Grand Prix","2011-11-27","16:00:00"
14349,15,2,"Sauber","Swiss",2011,19,18,"Brazilian Grand Prix","2011-11-27","16:00:00"
14350,4,1,"Renault","French",2011,19,18,"Brazilian Grand Prix","2011-11-27","16:00:00"
14351,5,0,"Toro Rosso","Italian",2011,19,18,"Brazilian Grand Prix","2011-11-27","16:00:00"
14352,3,0,"Williams","British",2011,19,18,"Brazilian Grand Prix","2011-11-27","16:00:00"
14353,205,0,"Lotus","Malaysian",2011,19,18,"Brazilian Grand Prix","2011-11-27","16:00:00"
14354,166,0,"Virgin","British",2011,19,18,"Brazilian Grand Prix","2011-11-27","16:00:00"
14355,164,0,"HRT","Spanish",2011,19,18,"Brazilian Grand Prix","2011-11-27","16:00:00"
14356,1,40,"McLaren","British",2012,1,1,"Australian Grand Prix","2012-03-18","06:00:00"
14357,9,30,"Red Bull","Austrian",2012,1,1,"Australian Grand Prix","2012-03-18","06:00:00"
14358,6,10,"Ferrari","Italian",2012,1,1,"Australian Grand Prix","2012-03-18","06:00:00"
14359,15,12,"Sauber","Swiss",2012,1,1,"Australian Grand Prix","2012-03-18","06:00:00"
14360,208,6,"Lotus F1","British",2012,1,1,"Australian Grand Prix","2012-03-18","06:00:00"
14361,5,2,"Toro Rosso","Italian",2012,1,1,"Australian Grand Prix","2012-03-18","06:00:00"
14362,10,1,"Force India","Indian",2012,1,1,"Australian Grand Prix","2012-03-18","06:00:00"
14363,131,0,"Mercedes","German",2012,1,1,"Australian Grand Prix","2012-03-18","06:00:00"
14364,3,0,"Williams","British",2012,1,1,"Australian Grand Prix","2012-03-18","06:00:00"
14365,206,0,"Marussia","Russian",2012,1,1,"Australian Grand Prix","2012-03-18","06:00:00"
14366,207,0,"Caterham","Malaysian",2012,1,1,"Australian Grand Prix","2012-03-18","06:00:00"
14367,6,25,"Ferrari","Italian",2012,2,2,"Malaysian Grand Prix","2012-03-25","08:00:00"
